Student_ID,Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access,Parent_Education,Family_Income,Stress_Level,Sleep_Hours,Attendance_Percentage,Teacher_Quality,Learning_Style,Motivation_Level
572,90.3,82.8,92.0,89.5,75.8,91.2,86.9,B,10.0,Yes,Yes,High School,High,Low,8.0,96.5,Average,Reading/Writing,Medium
573,38.0,36.5,43.4,35.8,43.1,51.9,41.4,F,2.6,No,Yes,None,High,Low,7.2,67.5,Poor,Visual,Low
574,90.8,89.4,93.2,87.4,83.1,83.0,87.8,B,14.5,No,Yes,PhD,High,High,8.3,96.8,Excellent,Auditory,Medium
575,66.3,58.0,57.3,71.5,64.8,70.1,64.7,D,7.9,Yes,Yes,Bachelor's,Medium,Low,6.6,74.2,Average,Visual,High
576,85.9,86.7,98.3,89.7,80.8,97.5,89.8,B,20.8,Yes,Yes,PhD,High,Medium,6.0,95.0,Average,Auditory,High
577,76.5,82.8,88.8,85.9,85.3,85.8,84.2,B,25.6,Yes,No,High School,Medium,Medium,6.1,75.4,Good,Kinesthetic,Medium
578,87.4,92.4,99.4,91.9,81.6,80.2,88.8,B,29.0,No,No,Bachelor's,Low,High,4.6,79.9,Excellent,Visual,High
579,49.3,44.7,46.2,44.5,53.4,55.4,48.9,F,1.1,Yes,Yes,Master's,High,High,5.0,61.4,Poor,Reading/Writing,Low
580,66.7,67.4,63.7,56.5,70.3,65.1,65.0,D,16.2,Yes,Yes,None,Medium,High,6.9,73.9,Good,Auditory,Medium
581,96.5,100,100,98.3,100,99.4,99.0,A,27.3,Yes,Yes,Master's,Low,Low,4.5,92.8,Excellent,Kinesthetic,Medium
582,58.7,66.2,61.5,51.4,53.9,61.2,58.8,F,5.6,Yes,Yes,Master's,Medium,Medium,6.1,64.5,Good,Auditory,Low
583,96.0,100,100,91.4,95.7,92.1,95.9,A,26.7,Yes,No,Bachelor's,Medium,High,9.0,97.8,Excellent,Auditory,High
584,91.5,100,100,92.7,89.1,100,95.5,A,27.8,No,No,Bachelor's,High,High,8.0,93.1,Poor,Kinesthetic,Low
585,79.2,80.9,86.1,80.6,87.6,86.1,83.4,B,17.5,No,No,Bachelor's,Medium,Low,8.4,93.6,Good,Auditory,High
586,60.7,60.6,50.0,63.5,45.9,62.2,57.1,F,12.1,No,No,High School,High,High,7.2,71.9,Excellent,Kinesthetic,High
587,58.6,73.8,71.6,61.0,64.3,71.3,66.8,D,18.2,Yes,Yes,High School,Low,High,6.3,63.9,Excellent,Auditory,High
588,68.5,75.8,82.1,68.7,78.7,75.0,74.8,C,15.0,Yes,Yes,PhD,Low,Low,7.3,66.5,Average,Reading/Writing,Medium
589,48.2,39.2,56.0,46.2,40.2,43.6,45.6,F,5.1,Yes,Yes,PhD,Low,High,8.5,69.0,Poor,Reading/Writing,Low
590,93.1,95.2,93.8,94.4,100,97.3,95.6,A,29.0,Yes,Yes,High School,Low,High,7.6,96.9,Poor,Reading/Writing,Low
591,55.4,50.8,63.1,50.0,60.1,60.5,56.6,F,7.5,No,No,None,High,Low,8.0,63.2,Good,Kinesthetic,Low
592,81.3,70.6,77.5,81.3,79.4,81.3,78.6,C,26.3,No,No,Master's,Low,High,5.2,63.6,Excellent,Auditory,High
593,69.9,80.6,76.2,71.4,74.3,83.3,76.0,C,12.0,Yes,Yes,Master's,Low,Medium,8.4,88.9,Good,Kinesthetic,Medium
594,89.1,90.8,83.7,91.1,97.5,89.5,90.3,A,19.5,Yes,No,Master's,Medium,Low,8.0,85.2,Average,Visual,Low
595,78.7,80.8,80.2,74.7,71.4,71.5,76.2,C,20.2,Yes,Yes,Bachelor's,Low,High,6.1,77.5,Poor,Reading/Writing,High
596,97.5,96.7,100,91.6,100,99.7,97.6,A,26.6,No,No,Bachelor's,High,Medium,8.6,92.3,Good,Reading/Writing,Medium
597,59.1,54.9,64.9,71.0,58.7,53.8,60.4,D,11.4,Yes,Yes,Master's,Medium,Low,5.0,75.5,Excellent,Visual,Low
598,67.0,75.9,68.7,75.6,71.0,59.1,69.6,D,10.8,No,No,PhD,Low,Medium,8.4,77.7,Excellent,Reading/Writing,High
599,80.8,81.2,92.2,95.2,80.3,81.8,85.2,B,11.7,Yes,Yes,PhD,Medium,Medium,6.1,99.5,Poor,Visual,Low
600,62.9,59.0,63.6,55.3,66.1,61.2,61.3,D,11.7,No,Yes,PhD,Low,Medium,6.6,73.1,Average,Visual,Medium
601,62.4,61.5,63.9,67.3,74.1,76.7,67.7,D,13.7,Yes,No,Bachelor's,Medium,Low,4.6,65.9,Good,Kinesthetic,High
602,81.8,87.7,83.8,80.0,82.0,79.0,82.4,B,22.9,No,No,Bachelor's,Low,Low,6.5,65.1,Poor,Visual,Low
603,70.0,82.4,83.6,74.5,70.7,66.4,74.6,C,24.8,No,No,High School,Medium,Medium,6.7,70.4,Poor,Auditory,Low
604,61.6,62.4,59.9,67.8,58.2,74.8,64.1,D,9.8,Yes,Yes,Master's,Medium,Low,4.6,78.9,Good,Reading/Writing,Low
605,39.5,51.1,50.8,36.1,39.8,36.1,42.2,F,2.3,No,No,High School,Low,Low,5.4,66.4,Average,Visual,Medium
606,84.3,82.9,98.3,91.1,89.5,93.8,90.0,A,21.4,No,Yes,None,High,Low,6.1,75.9,Good,Kinesthetic,Medium
607,85.6,94.6,97.3,89.3,99.2,99.7,94.3,A,17.5,No,Yes,Bachelor's,Low,High,8.0,91.9,Poor,Kinesthetic,Low
608,65.7,57.9,63.1,70.3,64.4,61.5,63.8,D,21.4,Yes,Yes,None,Medium,Low,6.9,61.9,Good,Kinesthetic,High
609,81.2,76.3,91.2,80.5,91.1,89.4,84.9,B,19.1,Yes,No,Master's,High,High,8.8,69.8,Good,Auditory,Low
610,73.1,78.3,87.0,88.0,78.7,72.8,79.6,C,14.8,No,Yes,None,Medium,Medium,4.0,78.6,Poor,Reading/Writing,Low
611,67.2,64.5,67.0,77.9,65.6,59.7,67.0,D,22.4,No,Yes,Master's,Medium,Low,6.0,60.8,Excellent,Reading/Writing,Low
612,81.5,76.0,73.2,80.8,71.2,84.5,77.9,C,10.4,No,No,PhD,High,High,4.9,98.3,Good,Visual,Medium
613,65.9,52.3,62.7,51.7,56.8,52.1,56.9,F,13.6,No,Yes,PhD,High,Low,4.2,61.3,Excellent,Reading/Writing,High
614,100,99.0,97.8,88.9,94.0,89.8,94.9,A,20.9,Yes,No,None,Medium,Medium,6.2,97.8,Good,Visual,Low
615,67.9,76.4,65.6,78.0,71.2,69.2,71.4,C,6.8,Yes,No,Bachelor's,Low,Medium,5.3,85.4,Excellent,Kinesthetic,Low
616,62.1,63.1,66.5,54.4,53.5,54.6,59.0,F,6.7,Yes,Yes,High School,Low,Low,4.2,83.0,Average,Visual,High
617,91.5,87.9,95.7,96.7,94.1,96.7,93.8,A,29.4,Yes,Yes,High School,High,Low,7.4,72.4,Good,Kinesthetic,Low
618,65.6,73.5,71.3,63.1,73.9,62.1,68.2,D,11.6,No,Yes,Bachelor's,Low,High,6.5,90.0,Good,Visual,High
619,73.5,73.5,65.6,59.2,72.2,69.5,68.9,D,16.9,No,No,High School,Medium,Low,4.1,60.1,Good,Visual,High
620,44.3,43.2,37.4,35.7,42.9,43.8,41.2,F,4.5,Yes,Yes,None,Medium,Medium,8.0,61.3,Excellent,Auditory,High
621,94.3,78.7,88.7,95.9,91.0,91.2,90.0,A,16.2,No,Yes,High School,Low,High,8.6,92.9,Excellent,Auditory,Low
622,58.1,65.2,71.3,73.0,65.2,53.7,64.4,D,10.2,Yes,Yes,PhD,Low,High,6.0,84.1,Excellent,Visual,Low
623,90.1,84.5,82.0,87.5,93.1,80.4,86.3,B,19.4,Yes,No,Bachelor's,Low,Low,7.5,99.8,Good,Kinesthetic,Medium
624,64.9,52.1,62.9,53.8,54.5,63.4,58.6,F,11.0,No,No,Master's,High,High,8.4,63.8,Average,Visual,Low
625,69.3,73.4,77.1,61.3,72.3,64.8,69.7,D,7.0,Yes,Yes,None,Medium,Low,4.1,82.8,Excellent,Auditory,Low
626,94.4,100,100,99.7,100,98.1,98.7,A,29.5,No,No,High School,Medium,Medium,8.5,99.5,Average,Kinesthetic,High
627,95.2,97.7,89.4,98.5,87.1,86.9,92.5,A,17.2,No,No,Master's,Medium,High,8.6,98.5,Excellent,Reading/Writing,High
628,38.5,33.7,31.6,43.9,46.5,47.5,40.3,F,1.7,No,No,Master's,Medium,Low,6.1,65.7,Poor,Kinesthetic,Medium
629,73.1,71.7,71.2,82.8,83.5,84.9,77.9,C,29.8,Yes,No,PhD,Low,Low,5.0,64.0,Poor,Reading/Writing,Medium
630,77.3,80.5,74.0,70.2,84.6,73.1,76.6,C,22.5,No,Yes,None,Medium,High,7.9,76.4,Excellent,Kinesthetic,High
631,80.1,78.2,89.9,80.8,85.6,74.3,81.5,B,14.4,Yes,Yes,None,Medium,Low,7.5,99.4,Average,Visual,Medium
632,99.2,99.1,100,100,100,97.3,99.3,A,24.1,Yes,No,Master's,High,Low,8.0,94.2,Excellent,Auditory,Low
633,64.6,53.9,63.0,61.2,52.3,48.8,57.3,F,8.5,No,Yes,Master's,Low,High,5.0,81.8,Good,Auditory,Low
634,79.5,74.8,76.8,78.4,76.3,80.5,77.7,C,11.3,No,No,High School,High,High,7.4,88.3,Poor,Auditory,Low
635,62.4,75.5,68.7,67.1,60.3,68.3,67.1,D,14.0,No,No,High School,Low,Low,5.7,87.7,Excellent,Kinesthetic,Low
636,77.5,73.5,64.3,75.3,82.8,75.1,74.8,C,19.6,No,Yes,Master's,High,High,8.1,73.6,Excellent,Auditory,Medium
637,84.8,80.8,80.0,68.6,79.7,78.3,78.7,C,11.9,No,No,PhD,Low,Medium,8.6,97.9,Good,Kinesthetic,Medium
638,59.0,64.8,62.4,61.7,52.3,63.1,60.6,D,2.0,Yes,Yes,None,Medium,Medium,6.8,78.0,Average,Auditory,High
639,61.3,62.2,68.6,61.3,58.9,59.5,62.0,D,6.8,Yes,Yes,Master's,Medium,Medium,5.1,77.4,Excellent,Visual,High
640,93.1,81.5,86.8,87.5,88.8,95.1,88.8,B,10.8,Yes,No,None,Medium,High,5.1,99.6,Poor,Kinesthetic,High
641,63.6,69.8,76.8,69.1,78.1,66.5,70.6,C,11.4,No,No,None,Medium,High,6.8,63.4,Poor,Reading/Writing,Low
642,100,92.4,100,100,100,100,98.7,A,29.0,No,No,Master's,Medium,High,6.7,98.2,Poor,Auditory,High
643,93.7,95.2,93.2,100,90.4,99.9,95.4,A,24.0,Yes,Yes,Master's,High,High,7.3,99.7,Excellent,Auditory,Low
644,73.5,66.7,71.1,80.5,82.4,76.8,75.2,C,15.9,No,No,PhD,Low,Low,5.1,77.3,Poor,Auditory,Low
645,62.0,60.1,57.1,65.2,60.3,53.7,59.7,F,11.0,Yes,No,Master's,Low,High,4.1,62.7,Excellent,Auditory,High
646,96.5,100,100,100,100,99.8,99.4,A,26.1,No,Yes,None,Medium,High,7.6,89.7,Average,Auditory,Medium
647,74.5,61.2,70.6,66.8,68.8,58.5,66.7,D,18.8,Yes,No,High School,Medium,High,6.7,70.3,Excellent,Visual,Medium
648,35.2,40.2,46.8,49.9,38.9,36.9,41.3,F,4.8,No,Yes,Master's,Low,Medium,8.3,61.7,Good,Visual,Medium
649,55.3,68.6,59.6,63.7,58.4,66.1,61.9,D,11.6,Yes,Yes,PhD,High,High,5.8,74.9,Poor,Kinesthetic,High
650,83.5,76.9,84.0,91.9,80.5,82.7,83.2,B,18.7,No,Yes,Master's,Low,Medium,4.7,97.7,Excellent,Kinesthetic,Medium
651,66.6,62.1,72.9,63.9,73.7,68.3,67.9,D,14.1,No,Yes,Bachelor's,High,Low,7.5,70.2,Poor,Reading/Writing,Medium
652,83.4,87.9,90.6,80.3,83.4,95.2,86.8,B,26.8,Yes,No,High School,Low,Low,8.2,73.8,Good,Kinesthetic,High
653,75.7,83.6,71.8,84.9,68.2,82.0,77.7,C,20.5,Yes,Yes,High School,Medium,Medium,8.1,80.8,Good,Visual,High
654,100,97.0,94.3,93.6,89.4,100,95.7,A,22.1,Yes,Yes,High School,Medium,Medium,5.2,98.7,Excellent,Kinesthetic,Medium
655,79.8,75.9,80.1,92.0,73.9,81.0,80.4,B,25.6,No,Yes,Bachelor's,High,Low,8.8,67.5,Good,Reading/Writing,Low
656,86.1,92.1,81.7,95.1,82.0,94.1,88.5,B,17.2,Yes,No,None,High,Medium,6.9,96.5,Good,Visual,Low
657,73.8,82.5,69.9,80.8,87.8,85.5,80.0,B,12.4,No,Yes,Master's,High,Medium,8.1,83.7,Average,Kinesthetic,Medium
658,54.2,58.2,63.3,61.5,67.1,54.4,59.8,F,9.4,Yes,No,Bachelor's,Medium,High,6.0,75.7,Poor,Visual,High
659,80.0,80.8,83.3,77.8,73.9,78.8,79.1,C,21.3,No,Yes,PhD,Low,Low,8.1,84.3,Excellent,Auditory,Medium
660,72.8,72.3,76.8,79.6,86.4,79.9,78.0,C,14.0,Yes,Yes,High School,Low,Low,4.7,79.5,Average,Reading/Writing,High
661,75.5,76.4,63.7,76.9,73.4,59.4,70.9,C,9.6,Yes,Yes,High School,Low,High,6.4,75.3,Good,Visual,High
662,63.2,49.1,54.2,63.9,46.9,60.4,56.3,F,7.0,Yes,No,Master's,Low,High,9.0,83.1,Good,Visual,Low
663,100,100,99.3,92.2,100,94.2,97.6,A,26.3,Yes,Yes,PhD,Medium,High,5.9,88.4,Good,Auditory,High
664,91.4,91.1,84.2,85.9,79.2,96.1,88.0,B,29.7,Yes,No,PhD,Medium,Low,7.8,79.8,Excellent,Auditory,Low
665,65.8,72.3,65.4,78.9,73.7,63.8,70.0,C,11.4,No,No,None,High,Medium,6.6,74.8,Good,Reading/Writing,High
666,86.6,86.7,75.9,78.4,80.0,79.6,81.2,B,19.0,No,No,Bachelor's,High,High,5.5,73.4,Average,Visual,High
667,69.3,69.8,65.2,68.6,65.2,64.2,67.0,D,10.7,Yes,No,High School,High,Medium,7.7,65.9,Poor,Kinesthetic,High
668,51.7,51.2,40.7,46.5,41.9,59.6,48.6,F,3.2,No,No,PhD,Medium,High,6.3,63.9,Excellent,Visual,Medium
669,87.1,89.5,100,86.8,89.7,100,92.2,A,25.3,Yes,Yes,Master's,Medium,High,5.3,96.9,Average,Reading/Writing,Low
670,99.0,100,92.8,91.8,100,91.6,95.9,A,23.8,No,Yes,High School,High,High,8.8,89.7,Excellent,Visual,Low
671,45.5,53.0,54.1,51.3,53.1,51.1,51.4,F,3.7,Yes,No,Bachelor's,High,Medium,5.1,67.8,Good,Auditory,High
672,86.4,93.0,83.7,86.6,79.7,81.1,85.1,B,26.4,No,Yes,PhD,Low,Low,6.2,73.6,Excellent,Reading/Writing,High
673,63.2,57.3,60.5,61.9,64.7,55.7,60.6,D,9.0,Yes,Yes,Bachelor's,Medium,High,4.3,70.4,Good,Kinesthetic,Medium
674,91.1,98.2,100,94.9,94.2,89.1,94.6,A,26.8,No,No,None,High,Medium,4.6,95.7,Poor,Reading/Writing,Medium
675,74.7,69.6,79.1,80.3,80.5,67.1,75.2,C,19.9,Yes,Yes,Bachelor's,High,Medium,7.6,60.7,Excellent,Visual,High
676,68.3,83.3,75.2,68.8,83.7,85.0,77.4,C,9.1,Yes,No,None,Medium,Low,5.2,86.8,Excellent,Auditory,Low
677,78.4,73.4,90.6,91.1,73.7,76.6,80.6,B,26.3,Yes,Yes,PhD,Low,Medium,8.6,66.2,Excellent,Reading/Writing,Low
678,90.5,87.7,90.8,89.3,76.5,90.9,87.6,B,19.2,Yes,No,PhD,Low,Medium,5.4,86.2,Excellent,Reading/Writing,Low
679,77.2,72.5,86.3,87.4,80.3,85.3,81.5,B,25.1,Yes,Yes,None,High,Medium,5.6,63.1,Average,Kinesthetic,Low
680,70.1,74.3,76.9,66.3,63.3,69.6,70.1,C,7.2,No,Yes,Master's,Medium,Low,8.7,72.6,Good,Kinesthetic,High
681,77.8,78.1,74.4,70.3,84.0,80.3,77.5,C,22.8,No,Yes,None,High,High,7.8,74.2,Average,Reading/Writing,Medium
682,62.6,62.2,73.1,57.9,69.3,60.8,64.3,D,17.4,Yes,Yes,None,High,Low,5.3,70.7,Excellent,Reading/Writing,High
683,62.5,70.2,78.0,62.4,63.4,62.3,66.5,D,7.2,No,No,High School,High,Medium,4.5,83.3,Good,Kinesthetic,Medium
684,69.3,55.8,63.7,65.2,62.7,69.4,64.4,D,5.8,Yes,Yes,None,High,Low,6.1,69.8,Average,Auditory,Medium
685,97.3,98.2,98.6,100,100,96.6,98.5,A,20.1,No,No,None,Low,Low,8.0,89.0,Excellent,Reading/Writing,Medium
686,97.2,100,99.5,89.9,97.3,97.9,97.0,A,20.7,Yes,Yes,PhD,High,High,5.3,97.9,Poor,Kinesthetic,High
687,89.1,85.0,97.2,84.2,97.1,94.5,91.2,A,18.5,No,No,Master's,Medium,Medium,5.4,85.4,Good,Kinesthetic,Medium
688,90.4,82.5,88.7,98.9,97.4,92.0,91.6,A,29.9,No,No,Master's,Medium,Medium,7.7,68.1,Average,Visual,High
689,85.1,86.9,76.5,94.1,76.4,83.4,83.7,B,29.7,Yes,Yes,Master's,High,Medium,5.5,70.9,Average,Kinesthetic,Medium
690,83.8,84.0,98.5,93.4,95.1,80.8,89.3,B,27.7,Yes,No,Master's,Low,Medium,8.8,83.8,Poor,Auditory,Low
691,88.5,87.8,95.2,84.1,96.5,97.7,91.6,A,15.1,Yes,No,None,Medium,Low,7.2,89.4,Average,Auditory,Medium
692,61.3,75.6,75.2,78.4,78.8,68.8,73.0,C,19.9,No,No,Bachelor's,Medium,Low,4.6,70.5,Excellent,Visual,Low
693,87.0,84.5,85.4,85.6,81.5,79.4,83.9,B,24.2,No,Yes,PhD,Low,Medium,6.0,92.7,Average,Reading/Writing,Medium
694,100,95.2,100,100,94.1,100,98.2,A,26.5,No,No,Bachelor's,Medium,Low,6.2,89.5,Poor,Visual,Medium
695,54.2,55.9,53.5,42.3,50.8,57.0,52.3,F,1.3,Yes,No,Master's,High,Medium,8.1,82.7,Good,Kinesthetic,High
696,66.9,62.6,59.6,68.8,59.9,65.0,63.8,D,17.6,No,Yes,High School,Low,Low,5.7,68.1,Poor,Reading/Writing,High
697,67.2,59.3,60.8,55.3,58.9,70.3,62.0,D,8.8,Yes,Yes,Master's,Medium,Medium,5.3,87.5,Poor,Reading/Writing,High
698,95.8,100,90.4,100,92.2,100,96.4,A,29.2,No,No,Master's,Medium,Medium,5.2,97.6,Average,Visual,Low
699,70.3,75.7,68.5,78.8,59.6,62.0,69.2,D,13.8,Yes,Yes,Bachelor's,Low,Medium,4.7,84.6,Good,Auditory,High
700,69.8,71.4,74.0,64.7,69.3,73.5,70.5,C,8.6,Yes,No,Bachelor's,Low,High,7.9,88.6,Good,Auditory,Low
701,66.8,57.6,67.4,52.9,69.7,69.0,63.9,D,14.8,Yes,Yes,PhD,Medium,High,7.5,61.0,Good,Auditory,High
702,67.0,61.3,74.9,72.0,62.6,75.7,68.9,D,2.8,No,Yes,Master's,Medium,High,8.0,82.0,Average,Auditory,Medium
703,94.4,92.9,94.4,87.3,99.9,93.5,93.7,A,24.9,No,Yes,None,Low,High,5.0,77.3,Poor,Auditory,Low
704,59.6,61.1,63.7,54.0,58.7,66.6,60.6,D,15.2,No,Yes,Bachelor's,Low,Low,4.7,71.1,Good,Reading/Writing,Low
705,42.1,45.6,42.5,49.1,48.8,41.5,44.9,F,9.7,No,Yes,Master's,Low,Low,8.8,61.8,Average,Kinesthetic,High
706,73.4,79.1,73.6,84.7,79.2,85.6,79.3,C,24.4,Yes,No,High School,Low,Medium,8.1,80.5,Average,Reading/Writing,High
707,94.3,94.2,81.7,92.7,96.3,98.4,92.9,A,25.8,No,No,High School,Low,Medium,7.2,88.3,Poor,Visual,High
708,62.2,64.0,59.9,78.0,63.4,75.0,67.1,D,13.9,No,No,None,Low,High,7.1,83.9,Average,Kinesthetic,Low
709,73.7,72.4,77.7,64.9,68.4,79.1,72.7,C,4.9,No,No,None,High,Low,5.0,86.3,Poor,Visual,Medium
710,92.6,93.8,96.7,97.4,100,100,96.8,A,20.6,No,Yes,PhD,Low,High,6.7,90.4,Poor,Auditory,Low
711,59.7,73.0,69.6,71.0,72.4,57.3,67.2,D,3.3,No,Yes,Master's,High,Medium,6.7,86.4,Excellent,Visual,Medium
712,98.2,94.4,100,100,100,100,98.8,A,28.3,Yes,No,None,Low,High,5.5,81.4,Poor,Auditory,Low
713,79.2,79.0,71.0,74.3,77.3,72.8,75.6,C,15.8,Yes,No,Master's,Low,Medium,4.7,96.2,Poor,Reading/Writing,Medium
714,68.4,55.7,63.4,72.2,59.9,63.3,63.8,D,7.8,Yes,Yes,Master's,Low,High,8.4,75.1,Poor,Kinesthetic,High
715,66.3,75.1,80.9,80.7,78.2,67.0,74.7,C,9.9,No,Yes,High School,High,Medium,6.9,74.4,Average,Reading/Writing,Medium
716,50.6,48.0,54.0,50.7,59.9,41.9,50.8,F,7.5,Yes,No,None,Low,Low,5.1,68.4,Excellent,Reading/Writing,Medium
717,88.5,82.3,81.0,79.0,90.4,80.7,83.7,B,15.3,Yes,No,High School,Medium,High,6.7,74.5,Good,Reading/Writing,Low
718,96.1,88.7,89.7,100,95.9,87.0,92.9,A,15.2,Yes,Yes,None,Low,High,7.7,95.4,Average,Visual,Low
719,83.0,74.9,80.3,73.9,82.9,66.5,76.9,C,16.2,No,Yes,High School,High,Medium,6.5,67.2,Good,Reading/Writing,High
720,72.6,80.9,84.6,86.2,84.0,85.1,82.2,B,15.2,No,Yes,Bachelor's,High,Low,8.5,70.5,Good,Visual,High
721,69.4,72.5,69.4,79.1,69.4,79.1,73.1,C,16.0,No,Yes,Bachelor's,Medium,Low,5.4,66.5,Excellent,Reading/Writing,Medium
722,88.3,92.3,94.8,81.5,96.0,85.0,89.6,B,21.2,Yes,No,None,Low,Low,5.9,89.6,Average,Auditory,Medium
723,78.8,78.0,79.0,66.2,74.2,72.3,74.8,C,15.9,Yes,No,Master's,Low,Medium,7.7,72.9,Excellent,Visual,Low
724,93.5,85.7,84.8,90.1,93.4,81.3,88.1,B,24.7,No,Yes,None,High,High,4.2,91.3,Poor,Reading/Writing,High
725,50.8,42.4,51.4,58.8,44.2,41.4,48.2,F,7.4,Yes,No,Bachelor's,High,High,8.1,69.9,Poor,Reading/Writing,Low
726,79.2,79.1,88.3,83.7,83.0,90.7,84.0,B,24.3,No,Yes,Master's,Medium,High,6.8,66.0,Excellent,Reading/Writing,High
727,94.7,100,89.6,92.5,100,90.5,94.5,A,23.5,Yes,Yes,PhD,Low,Low,5.1,86.0,Excellent,Kinesthetic,High
728,51.6,64.6,50.1,62.8,49.8,55.4,55.7,F,1.6,No,No,Master's,Medium,High,6.6,98.0,Good,Auditory,Medium
729,70.2,66.9,78.6,71.0,81.0,62.7,71.7,C,9.2,Yes,No,None,Medium,Low,6.0,98.1,Poor,Kinesthetic,Medium
730,89.9,92.7,87.7,94.3,84.3,79.0,88.0,B,23.2,Yes,Yes,High School,High,Low,7.8,92.5,Good,Auditory,Low
731,79.0,70.8,73.3,68.2,77.3,79.2,74.6,C,20.7,Yes,Yes,PhD,Medium,High,7.9,77.4,Good,Reading/Writing,Medium
732,71.6,66.2,72.1,61.3,71.0,71.7,69.0,D,19.3,Yes,No,PhD,High,Medium,6.6,63.1,Poor,Reading/Writing,Low
733,58.3,64.5,62.5,50.7,67.2,53.3,59.4,F,10.1,Yes,Yes,Master's,High,High,8.2,77.9,Good,Reading/Writing,Low
734,70.0,67.8,68.5,77.3,62.8,59.1,67.6,D,5.5,No,Yes,High School,High,Low,6.2,86.5,Excellent,Visual,Low
735,57.4,59.5,60.7,71.0,64.0,69.6,63.7,D,2.7,No,No,None,High,High,7.0,85.1,Average,Kinesthetic,Medium
736,35.2,38.2,39.8,42.8,40.3,50.3,41.1,F,1.1,Yes,Yes,High School,Low,Medium,5.3,71.2,Average,Auditory,High
737,100,100,100,95.4,97.6,95.4,98.1,A,23.6,Yes,Yes,High School,Low,Medium,4.1,88.9,Excellent,Kinesthetic,High
738,100,100,100,99.0,99.5,100,99.8,A,28.5,Yes,Yes,Bachelor's,Low,Low,4.3,94.2,Average,Visual,High
739,86.3,75.2,71.2,71.9,82.2,71.1,76.3,C,19.0,No,Yes,Bachelor's,High,Low,7.4,62.7,Good,Visual,Low
740,74.1,88.2,73.1,85.0,71.5,73.1,77.5,C,14.8,No,No,PhD,Medium,High,5.6,94.2,Good,Visual,Medium
741,89.9,91.7,83.4,81.0,79.0,79.2,84.0,B,22.0,Yes,No,Bachelor's,Low,Low,8.9,96.8,Good,Reading/Writing,Low
742,83.2,83.2,85.2,76.2,86.3,77.1,81.9,B,27.1,Yes,Yes,None,Medium,Low,4.5,72.6,Average,Visual,High
743,75.0,62.8,70.0,66.5,74.4,62.4,68.5,D,16.0,Yes,Yes,High School,High,High,8.3,64.6,Poor,Reading/Writing,High
744,99.0,92.8,87.3,87.5,100,89.6,92.7,A,19.9,Yes,Yes,None,Low,High,7.4,89.6,Poor,Visual,High
745,74.5,78.0,83.1,79.1,87.7,74.3,79.5,C,24.0,No,Yes,PhD,Medium,Low,6.1,70.6,Average,Kinesthetic,High
746,99.0,100,99.0,98.1,95.2,100,98.5,A,19.9,No,Yes,None,Medium,Medium,4.9,99.7,Excellent,Kinesthetic,Low
747,87.8,86.5,96.7,94.2,91.1,100,92.7,A,21.2,Yes,Yes,PhD,Medium,Medium,4.9,89.8,Average,Visual,High
748,79.8,89.4,75.5,82.7,94.3,82.4,84.0,B,23.9,No,No,PhD,High,Low,7.4,68.6,Good,Reading/Writing,High
749,70.6,64.6,64.7,60.8,66.5,74.7,67.0,D,24.2,No,No,High School,Low,Low,5.6,60.3,Excellent,Visual,High
750,75.0,80.8,75.6,89.9,77.8,89.5,81.4,B,12.4,No,Yes,PhD,Low,High,8.1,92.0,Good,Auditory,High
751,89.9,90.2,96.3,94.1,92.6,97.6,93.5,A,25.5,Yes,Yes,None,High,High,7.8,76.9,Average,Auditory,Medium
752,67.8,70.8,69.4,60.5,64.0,59.2,65.3,D,16.0,Yes,No,Bachelor's,Medium,High,8.0,72.4,Excellent,Kinesthetic,High
753,91.5,95.8,98.3,92.0,86.2,81.1,90.8,A,29.6,No,No,High School,Low,High,5.8,73.2,Average,Visual,Low
754,54.8,52.6,61.4,68.1,67.4,59.5,60.6,D,4.1,Yes,Yes,Bachelor's,High,Medium,4.9,86.7,Excellent,Visual,Medium
755,76.4,68.8,67.4,69.6,68.6,80.0,71.8,C,18.9,Yes,No,None,Low,Medium,4.5,75.2,Good,Auditory,Medium
756,44.2,50.1,42.7,57.2,58.0,51.0,50.5,F,2.6,No,No,PhD,Low,Low,7.1,83.4,Average,Kinesthetic,High
757,86.8,94.7,87.3,99.3,100,84.9,92.2,A,29.6,Yes,Yes,High School,High,Low,8.3,86.3,Excellent,Reading/Writing,Low
758,54.3,58.0,69.3,54.1,68.0,58.9,60.4,D,13.5,Yes,No,High School,Low,Low,4.5,71.2,Poor,Reading/Writing,Medium
759,61.3,67.2,58.3,74.5,66.5,75.8,67.3,D,4.9,Yes,Yes,Master's,High,High,4.8,98.7,Poor,Reading/Writing,Medium
760,37.9,44.7,43.5,50.2,49.6,50.9,46.1,F,2.5,No,No,Master's,High,Low,7.3,76.1,Excellent,Reading/Writing,Medium
761,83.9,83.5,91.8,87.6,95.9,88.9,88.6,B,14.4,Yes,No,High School,High,Low,8.0,98.3,Poor,Visual,High
762,94.0,92.8,78.3,86.5,77.0,95.5,87.4,B,27.3,No,No,PhD,Low,Low,4.7,70.6,Excellent,Auditory,Low
